,id,category,original_text,simple_text,source,collector,preprocessing_text
78,79,운동,"맨손체조, 가벼운 산책이나 1주일에 2-3회, 30분 정도의 걷기운동은 가능합니다.","체조나 산책처럼 쉬운 운동은 일주일에 2~3번, 한 번에 30분 정도 해도 괜찮아요.",https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,맨 손 체조 가볍 산책 이나 주일 회 분 정도 걷 운동 가능
79,80,운동,수술한 부위를 장시간 압박하는 자세는 피하십시오.,수술한 곳을 오래 누르거나 조이는 자세는 피해주세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,수술 부위 장시간 압박 자세 피하 시
80,81,목욕 및 샤워,상처부위의 때를 밀거나 문질러 닦는 것은 수술상처가 완전히 아문 다음 시작하십시오.,상처가 다 낫기 전에는 때를 밀거나 세게 문지르지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,상처 부위 밀 거나 문지르 닦 수술 상처 완전히 아물 다음 시작 시
81,82,상처 관리,"실밥은 보통 수술 1주일 후에 제거하며, 경우에 따라 실밥제거의 시기가 늦어질 수도 있습니다.",실밥은 보통 수술한 지 일주일쯤 지나서 빼요. 늦어질 수도 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,실밥 보통 수술 주일 후 제거 경우 실밥 제거 시기 늦 있
82,83,상처 관리,실밥제거 후 수술상처에 특별한 문제가 없다면 더 이상의 상처소독은필요 없습니다.,실밥을 뺀 뒤에 아픈 곳에 문제가 없으면 더 이상 소독하지 않아도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,실밥 제거 후 수술 상처 특별 문제 다면 이상 상처 소독 필요
83,84,통증 관리,수술 후 배가 심하게 아프거나 쥐어짜는 듯한 통증이 있으면 병원에 문의하는 것이 좋습니다.,배가 많이 아프거나 쿡쿡 쑤시면 병원에 물어보는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,수술 후 배 심하 아프 거나 쥐어짜 듯 통증 으면 병원 문의 좋
84,85,통증 관리,상처부위가 가렵고 당기는 증상은 정상적인 경우가 대부분입니다.,상처가 간지럽거나 당기는 느낌이 있어도 보통은 괜찮은 거예요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,상처 부위 가렵 당기 증상 정상 경우 대부분
85,86,일상생활,"청소, 세탁, 요리 등 가벼운 가사활동은 퇴원 후 바로 가능합니다.","청소, 빨래, 밥하기 같은 쉬운 집안일은 병원에서 나와서 바로 해도 돼요.",https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,청소 세탁 요리 가볍 가사 활동 퇴원 후 바로 가능
86,87,일상생활,"직장으로 복귀는 사무실에 근무하는 경우 1개월 후, 육체노동은 3개월 후부터 가능합니다.","사무실에서 일하는 사람은 한 달 뒤에, 몸을 많이 쓰는 일은 세 달 뒤부터 할 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,직장 복귀 사무실 근무 경우 개월 후 육체노동 개월 후 가능
87,88,일상생활,수술 후 한 달 정도는 무리한 운동을 피하십시오.,수술한 지 한 달 동안은 힘든 운동은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,수술 후 달 정도 무리 운동 피하 시
88,89,일상생활,수술부위를 지지해주고 걷기에 도움이 된다면 퇴원 후 1개월 동안 착용하십시오.,"수술한 데를 도와주는 복대는 한 달 정도 차고, 누울 땐 벗어도 돼요.",https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,수술 부위 지지 걷기 도움 ᆫ다면 퇴원 후 개월 동안 착용 시
89,90,일상생활,장시간 운전은 퇴원 1개월 후부터 가능합니다.,차를 오래 몰고 다니는 건 한 달 지나고 나서 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,장시간 운전 퇴원 개월 후 가능
90,91,일상생활,여행 및 비행기 탑승:퇴원 1개월 후부터 가능합니다.,놀러 가거나 비행기를 타는 것도 한 달 뒤부터 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,여행 및 비행기 탑승 퇴원 개월 후 가능
91,92,병원 방문,"갑작스러운 옆구리 통증, 복통, 급성 고열, 혈뇨 및 급격한 소변량 감소 등의 증상이 있으면 가까운 병원이나 응급실을 방문 하십시오.",옆구리나 배가 갑자기 아프거나 열이 나고 오줌에 피가 보이면 바로 병원이나 응급실에 가세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3588,김하영,갑작스럽 옆구리 통증 복통 급성 고열 혈뇨 및 급격 소변 량 감소 증상 으면 가깝 병원 이나 응급실 방문 시
92,93,식사,혈뇨가 있을 때는 물을 평소보다 더 많이 마셔야 합니다.,오줌에 피가 나오면 물을 많이 마셔야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,혈뇨 물 평소 보다 많이 마시
93,94,식사,"소변을 희석하여 잘 배출하기 위함이며, 소변이 농축되어 혈괴 덩어리가 요도를 막지 않도록 하기 위해서입니다.",물은 오줌을 묽게 해서 잘 나오게 도와줘요. 진한 오줌은 피덩어리를 만들어 길을 막을 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,소변 희석 잘 배출 ᆷ 소변 농축 혈괴 덩어리 요도 막 도록
94,95,운동,하지만 2주 정도는 배에 힘이 들어가는 무리한 운동을 삼가는 것이 좋습니다.,수술 후 2주 동안은 배에 힘이 많이 들어가는 운동은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,하지만 주 정도 배 힘 들어가 무리 운동 삼가 좋
95,96,목욕 및 샤워,간단한 샤워는 퇴원 후 바로 가능합니다.,병원에서 나온 다음 날부터는 간단하게 씻어도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,간단하 샤워 퇴원 후 바로 가능
96,97,목욕 및 샤워,하지만 오랜 기간 뜨거운 물에 몸을 담그거나 사우나를 하는 것은 수술 후 2주 정도까지 삼가는 것이 좋습니다.,하지만 뜨거운 물에 오래 들어가거나 사우나는 2주 동안 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,하지만 오랜 기간 뜨겁 물 몸 담그 거나 사우나 수술 후 주 정도 삼가 좋
97,98,상처 관리,요도를 통해 내시경을 넣어서 수술하기 때문에 흉터가 남지 않습니다.,이 수술은 기계를 넣어서 수술해서 피부에 큰 자국이 남지 않아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,요도 내시경 넣 수술 흉터 남
98,99,일상생활,직장복귀 및 사회활동은 가능합니다.,다시 일하거나 사람들을 만나는 건 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,직장 복귀 및 사회 활동 가능
99,100,일상생활,무거운 물건을 들거나 배에 힘이 들어가는 행위는 피하십시오.,무거운 걸 들거나 배에 힘이 들어가는 일은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,무겁 물건 들 거나 배 힘 들어가 행위 피하 시
100,101,일상생활,일상생활은 가능하나 6주 동안은 무리한 신체활동이나 성관계를 피하십시오.,몸을 너무 많이 쓰는 동작이나 성행위는 6주 동안 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,일상생활 가능 나 주 동안 무리 신체 활동 이나 성 관계 피하 시
101,102,일상생활,"여행 및 비행기 탑승,운전: 모두 가능합니다.",놀러 가거나 비행기를 타거나 차를 운전해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,여행 및 비행기 탑승 운전 모두 가능
102,103,일상생활,방광암은 흡연과 연관이 있으므로 금연하십시오.,"담배는 몸에 나빠요, 피우지 마세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,방광암 흡연 연관 으므로 금연 시
103,104,병원 방문,수술 직후에는 일시적으로 이전보다 배뇨증상이 나빠질 수도 있으나 점차 소변 줄기도 굵어지고 쉽게 배뇨할 수 있게 됩니다.,"수술 후에는 오줌이 잘 안 나올 수도 있지만, 시간이 지나면 좋아져요.",https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,수술 직후 일시 이전 보다 배뇨 증상 나빠지 있 으나 점차 소변 줄기 굵 쉽 배뇨 있
104,105,병원 방문,"그러나 소변을 자주 보거나, 갑자기 소변이 마려운 증상은 좀 더 많은 시간이 지나야 호전됩니다.",오줌이 자주 마렵거나 갑자기 마려운 느낌은 시간이 지나면 나아져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,그러나 소변 자주 거나 갑자기 소변 마렵 증상 좀 많 시간 지나 호전
105,106,병원 방문,혈뇨는 7~14일가량 나올 수 있으나 점점 옅어집니다.,오줌에 피가 조금 나올 수 있지만 점점 없어져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,혈뇨 일 가량 나오 있 으나 점점 옅
106,107,병원 방문,혈뇨가 심해지거나 소변이 나오지 않으면 병원으로 문의 하십시오.,피가 많이 나거나 오줌이 안 나오면 병원에 가세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3589,김하영,혈뇨 심하 거나 소변 나오 으면 병원 문의 시
107,108,식사,소화기능에는 아무런 변화가 없으므로 모든 음식을 정상적으로 섭취할 수 있습니다.,음식은 원래 먹던 대로 다 먹어도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,소화 기능 아무런 변화 으므로 모든 음식 정상 섭취 있
108,109,식사,"소변의 알칼리화로 인한 배뇨기관의 세균감염, 악취발생, 피부손상 등을 예방하기 위해 충분한 양의 수분 섭취를 하십시오.",오줌에 나쁜 냄새가 나지 않게 물을 많이 마셔 주세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,소변 알칼리 인하 배뇨 기관 세균 감염 악취 발생 피부 손상 예방 충분 양 수분 섭취 시
109,110,운동,"수술 후 특별한 후유증이나 합병증이 없고, 방사선이나 항암화학요법 등의 치료를 마치고 건강이 회복된 때부터는 정상적 활동에 별다른 제약을 받지 않습니다.",수술이 잘 끝나고 몸이 건강해지면 보통처럼 생활해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,수술 후 특별 후유증 이나 합병증 방사선 이나 항암 화학 요법 치료 마치 건강 회복 정상 활동 별다르 제약 받
110,111,운동,"다만 상대와 신체 접촉이 심한 운동(축구·농구 등의 단체 구기 운동, 태권도, 권투 등의 격투기 운동, 씨름 등)이나 복근을 무리하게 사용하게 되는 운동 또는 노동, 무거운 것을 무리하게 드는 활동 등은 장루에 상처 또는 탈장과 탈출 등을 유발할 수 있으므로 삼가십시오.","다른 사람과 몸을 세게 부딪치는 운동(축구, 농구, 태권도, 씨름 같은 운동)이나 배에 힘이 많이 들어가는 운동이나 일, 무거운 물건을 드는 일은 배에 있는 구멍이나 주머니에 상처가 생기거나 튀어나올 수 있어서 하지 마세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,다만 상대 신체 접촉 심하 운동 축구 농구 단체 구기 운동 태권도 권투 격투기 운동 씨름 이나 복근 무리 사용 운동 또는 노동 무겁 무리 들 활동 장루 상처 또는 탈장 탈출 유발 있 으므로 삼가 시
111,112,목욕 및 샤워,주머니를 착용하지 않고 샤워나 목욕을 해도 장내 압력 때문에 목욕물이 장 속으로 들어가는 일은 없습니다.,주머니를 안 차고 씻어도 물이 안 들어가니까 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,주머니 착용 샤워 나 목욕 어도 장내 압력 목욕물 장 속 들어가
112,113,목욕 및 샤워,"목욕은 수술 상처가 완전히 아물면 언제라도 가능하며, 목욕 시에는 요루를 노출시킨 상태에서 주변 피부를 깨끗이 씻어 주는 것도 좋으나, 소변이 나와 목욕물에 유출될 수 있으니 주머니를 착용하십시오.",씻을 땐 주머니도 깨끗하게 닦아 주세요. 오줌이 나올 수 있으니 주머니는 차고 씻는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,목욕 수술 상처 완전히 아물 언제 라도 가능 목욕 시 요루 노출 시키 상태 주변 피부 깨끗이 씻 좋 으나 소변 나오 목욕물 유출 있 으니 주머니 착용 시
113,114,상처 관리,실밥제거 후 수술상처에 특별한 문제가 없다면 더 이상의 치료가 불필요합니다.,실밥을 빼고 상처가 괜찮으면 병원 치료는 더 안 받아도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,실밥 제거 후 수술 상처 특별 문제 다면 이상 치료 불 필요
114,115,통증 관리,급작스러운 통증이 발생할 경우 담당의사와 상의하며 통증조절이 부족할 경우 진통제를 처방받을 수 있습니다.,갑자기 아프면 의사 선생님께 말씀드리세요. 약을 받아서 드시면 괜찮아질 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,급작스럽 통증 발생 경우 담당 의사 상의 통증 조절 부족 경우 진통제 처방 받 있
115,116,일상생활,무거운 물건을 반복해서 들어 올리는 일 이외에는 일상적인 활동은 전혀 무리가 없으며 직장으로 복귀가 가능합니다.,무거운 물건만 안 들면 일상적인 일은 다 해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,무겁 물건 반복 들 올리 이외 일상 활동 전혀 무리 으며 직장 복귀 가능
116,117,일상생활,수술로 인해 부득이한 성기능의 장애가 발생되지 않았다면 부부 관계에 문제가 없습니다.,회사나 학교도 다시 다녀도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,수술 인하 부득이 성 기능 장애 발생 다면 부부 관계 문제
117,118,일상생활,착용된 주머니의 이질감과 소음을 없애기 위해서 부부관계 시 주머니를 접어 올린 상태에서 부드러운 복대를 착용하게 되면 전혀 문제가 없습니다.,주머니가 낯설게 느껴지거나 소리가 날까 걱정된다면 부부관계를 할 때 주머니를 접고 부드러운 허리띠 같은 것으로 감싸면 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,착용 주머니 이질감 소음 없애 부부 관계 시 주머니 접 올리 상태 부드럽 복대 착용 전혀 문제
118,119,일상생활,자가 운전은 수술 후 4주 이후에 가능합니다.,수술하고 한 달이 지나면 운전해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3590,김하영,자가 운전 수술 후 주 이후 가능
